id	document	label
606	전쟁 환경 남녀갈등 이용 언론 매체 때문에 억지 워 딩 청소년 피해망상증 확신 남자 역차 남녀갈등 더럽 마음 부추기 여자 보상 사상 정치 언론 만들어야 가식 패러다임 문제	606
607	애낳기 사람 불행 애낳기 감성 팔 변명 먹고살기 사는게 사는게 부양 키우기 수입 줄어들 키우기 돈벌기 외 벌이 키우기 고통 육아 부모 희생 주변 결혼 애낳기 커플 커플 있다 나머지 애낳기 꿈 여자 나이 먹고살기 생식 가사노동 떨어지 우울 키우기 키우기 같은 사람 키우기 죽다 살아가 사람 없다 애낳기 망설이 부부 많이 결혼 성공 사이 남자 결혼 사람 많이 자유 혼자 좋은 생각 없다 결혼 자격 준비 생각	607
608	여자 입장 애낳기 경단 녀 집안일 독박육아 육아 남편 강 높은 경제 주도 남편 있다 남편 먹고살기 생각 애낳기	608
609	남편 혼자 돈벌기 맞벌이 육아 집안일 여자 인식 뿌리깊 제사상 차리 그렇	609
610	부 없애 출산 올라가 이때 여자 혜택 남자 출산 해결	610
611	유럽 결혼 동거 애낳기 커플 많이 이상 취급 그렇 출산 전제 결혼 결혼 남자 집 여자 대부분 돈벌기 부담 사회 분위기 있다 결혼 사랑 사람 간 일 서양 나라 집안 단위 일 생각 때문에 생각 남자 본인 가사노동 부족 결혼 생각 만들어야 여자 상대방 가사노동 부족 본인 결혼 생각 만드 같은 실제 조사 자료 미혼 남자 여자 결혼 이유 통계 있다 본인 결혼 어렵 경제 부담 일 문제 생각	611
612	출산 나아지 기르 엄마 출산 잘리 보호 정책 일 동안 케어 시스템 있다 예전 여자 가정일 인하 소득 가사노동 남자 보장 맞벌이 사는게 남음 유교문화 젊은세대 여자 어머니 유교문화 가정 희생 참 바 애낳기 맘 충 맘 충 급 식충 노 키즈 존 차별 애낳기 바라 이기 문제 배 교육비 집값 얘기 문제 문제 정작 애낳기 결정 주체 젊은세대 여자 애낳기 이익 받는 잘리 유지	612
613	자원 없다 좁 땅 어리 공부 특별 재능 없다 노동 먹고살기 사는게 부모 가사노동 학습 성취 결정 부모 노동 기반 없다 부모 출산 가사일 여자 출산	613
614	맘 충 맘 충 그러 젊은세대 여자 애낳기 본인 아가씨 맘 충이 욕 두렵 애낳기 일부 몰상식 엄마 있다 싸잡 분위기 몰아가 비난 대디 충이 아빠 좋은 사람 대디 충이 여자 그러	614
615	여자 일 키우기 좋은 환경 만들어야 출산 육아 육아휴직 엄마 아빠 비교 아프 유치원 학교 행사 참여 비교 회사 분위기 만들어야 돈벌기 지원 도움	615
616	일본 중국 언급 여자 입장 문제 한국 끝 눈 문제 줄다	616
617	같은 쏠 여자 만나 때문에 기여 없다	617
618	일본 여자 육아 육아휴직 순간 이유 만들어야 짤리 사내 메임 남자 육아 육아휴직 짓 금기 애낳기 결혼 부부 많이	618
619	인터넷 남녀갈등 조장 요새 남자 여자 먹고살기 사는게 자유 여행 다니 취미 생활 삶 공부 어떻 사는게 세상 입 소리 사는게 결혼 이 생각	619
620	애초 미래 남녀갈등 결혼 혜택 남자 여자 여자 남자 결혼 있다 대가리 소리 일처다부제	620
621	이수만 외국 우크라 러시아 여자	621
622	존 방법 효과 있다 같은 나라 미혼모 사회 지원 받는 차별 키우기 부럽 주변 맞벌이 여자 사정 결혼 맞벌이 애낳기 사람 많이 나라 정책 상황 출생 높이 정상 가정 만드 목표 같은 미혼모 미혼 부 맞벌이 출산 출산 지원 없다 고아원 운영 지원 예산 바닥 나라 사회 인식 같은 출산 바닥 찍 나라 망하 초전 같은 나라 출산 사회 인식 바꾸 같은	622
623	주변 여자 다물 애낳기 잘리 인사 불이익 받는 뻔하 남편 즐겁 사는게 딩크 울엄마 희생 미혼 사는게 대부분 가부장 한국 사회 여자 어머니 고생 결혼 포기 경우 많이	623
624	소방 설비 기사 공부 여자 나 남자 결혼 결혼 떨어지 여자 배우 전문 일 돈벌기 받는 결혼 결국 돌보 쌓 커리어 겨 애낳기 당장 댓글 회사 다니 임산부 비교 좋은	624
625	여자 취업 오르 출산율 떨어지 기본 여자 비교 남자 만나 결혼 때문에 여자 소득 수준 올라가 남자 떨어지 마련 경력단절 문제 평등 문제 해결 문제 해결 출산 떨어뜨리 올라가	625
626	남녀갈등 임금 격차 문제 경력단절 여자 포함 사회 전반 여자 취업 올라가 남녀갈등 임금 격차 줄다 가계 소득 늘 애낳기 근본 문제 해결 세계 최저시급 출산 국가	626
627	성형 벌크 업 조금 생산 행동 여자 이유 여자 기회 만나 만나 비교 개선 대부분 본인 대화 만나 학교 모임 만나 연애 케이스 있다 지금 타지 만나 이별 솔로	627
628	앞 결혼 나이 대의 남녀갈등 성비 와중 남자 여자 미혼 맞벌이 선택 확률 높은 보도 답없다 없다 그러 여아 낙태 비교 선호 사상 치열 여아 낙태 많이 아시아 국가 출생 운운 양심	628
629	이스라엘 여자 병역의무 병역의무 병역의무 기전 출산 면제 정책 해결	629
630	이유 매스컴 약물 담배 알콜 남자 문제 여자 늘어나 남자 여자 구분 역할 망치 대중 매체 나라 망치 기본 대중 매체 사행 조장 매체 가능	630
631	돈벌기 때문에 맞벌이 먹고살기 사는게 고통 애기 애낳기 양가 어른 도움 받는 노후 부담 있다 여자 일 그만두 맞벌이 라다 외벌 소득 줄어들 고통 키우기 돈벌기 들어가 때문에	631
632	늘리 여자 불안 집값 교육비 값 육아 수당 복지 바야 지 출산 하락 하지 여자 이기 동물 미래 유일 보험 나두 출산 우울 나라 만 나라 지표 정도 생각 출산 우울 의미 없다 지	632
633	여자 한국 애낳기	633
634	생각 출산 독임 선택지 두 젊은세대 여자 절대다수 병역의무 뻔하 그러 여자 사회 진출 초혼 연령 너무많다 나라 남녀갈등 혼인 연령 남자 연상 남자 병역의무 사회 진출 늦 만약 여자 병역의무 여자 결혼 나이 노산 직결 결론 해결 병역의무 여자 결혼 출산	634
635	문단 공감 바 있다 사회 핵가족화 진행 사회 통념 형성 앞 문제 여자 혼인 임산부 출산 직장 그만두 임금 받는 부분 말씀 같은 시간 남자 가정 부양 많이 시간 노동 할애 많이 돈벌기 통계청 자료 따르 전체 노동자 남자 여자 평균 노동 시간 가량 많이 이유 배경 때문에 생각 일 매진 여자 경력단절 일 이해 직업 부분 원문 설명 부족 노동자 유념 얘기 바케 부분 고려 예 야근 남자 가장 케이스 보단 표본 전업 주부 남자 존재 마지막 그렇 때문에 혼인 출산 바닥 기 생각 책임지 세상 출산 결혼 엄두 내 요약 결국 애낳기 키우기 일 일 아내 남편 협력 과업 생각 시간 육아 시간 절대 지표 문제 복합 원인 나타나 현상 부분 이해 남편 일터 가정 사랑 아내 자식 시간 가지	635
636	노동 시간 여자 많이 육아 가사노동 시간 높은 전체 노동 시간 많이 맞벌이 부부 육아 어려움 겪 육아 집안일 여자 몫 편견 여자 사실 여자 시가 비교 아들 집안 청소 시부모 며느리 좋은 있다 회사 여자 결혼 출산 육아 계산 여자 사회 진출 제한 걸 노동 시간 줄이 임금 가지 임금 시간 있다 여자 육아 가사노동 여자 여자 직장 노동 시간 남자 직업 시간 있다 모두 야간 뛰 스트레스 시간 가지 분유 밥 일 남자 태반 여자 육아 가사노동 시간 얽매 시간 없다 시간 정도 일 남자 있다 사람 행복 가정 없다 존재 만들어야 독신 님 댓글 빌 의견	636
637	강석민 예전 여자 맞벌이 주변 결혼 사람 많이 맞벌이 남편 가지 부족 집안일 끝 없다 육아 시간 때문에	637
638	이러 여자 병역의무 인사 행정 취사 무선 쪽 가능 애낳기 여자 빼	638
639	일본 출산 여자 정도 절반 결혼 한국 문제 결혼 연령 높은 중반 결혼 애낳기 치우 압 초산 늦 기형아 장애아 애낳기 확률 기하급수 높은 한국 없다 같은 정상 성인 없다	639
640	여자 목소리 나라	640
641	기재 부 미국 유수 싱크탱크 피터슨 국제 경제 연구소 연구 의뢰 결과 다음 같은 피터슨 국제 경제 연구소 꼽 한국 저출산 원인 여자 치열 가사노동 노동 부담 상대 높은 교육비 부담 고학력 여자 결혼 기피 혼인 부부 가정 양육 자녀 법 사회 차별 피터슨 국제 경제 연구소 꼽 한국 저출산 해결 법 고학력 한국 여자 외국 남편 결혼 장려 국내 장기 체류 외국인 자녀 시민 부여 혼인 부부 자녀 법 차별 금지 조기 보육 교육비 기관 구조 조정 축소 합리 생각 치열 검토 나라 끝	641
642	방송 리포터 앵커 직업인 상사 통계 전문가 입장 없다 헛다리 집 이유 도시 통째 있다 거부 빌 회장 마소 회장 자식 빌딩 소유주 한국 연예인 집 없다 많이 명이 여자 교육비 수준 높은 사회 즐기 심리 동네 미국 서유럽 일본 원주민 이민자 외 예외 인구 늘 감소	642
643	인구학 자책 결국 여자 인권 신장 출생 늘 바닥칠 정부 모 출생 떨어지 늘어나 이대남 노동 세금 내 노동 셈	643
644	애낳기 좋은 환경 여자 환경 남자 죽다 깨 애낳기 생명 창조 여자 있다 남자 기분 폐지 여자 우습 아 정치 나라 여자 차별	644
645	여자 노예 아 거지 남자	645
646	여자 눈 높은	646
647	뉴스 언급 남녀갈등 갈등 문제 연관 있다 출산 연애 맞벌이 여자 늘어나 한국 출산 바닥 치 연관 있다	647
648	남자 괜찮 여자 제정신 똘마니 때문에 나라	648
649	여자 일자리 늘 남자 전업주부 결혼 가능 여자 전업 남편 결혼 가능 역설 선진국 여자 일자리 늘어나 저출산	649
650	만나 여론 조사 답없다 남자 여자 이유 다르 고민 있다 실제 결혼 커플 블라인드 여론 조사 남자 여자 대답 다르 고민 대부분 후반 초반 남자 남자 부모 고민 여자 쪽 결혼 고민 결혼 후 고민 고민 여자 사회 직지 위 결혼 남자 가사노동 고민 부유층 중산 서민층 결혼 인식 다르 비교 선호 비교 상 결혼 인식 다르 여자 사회 지위 올라가 출산 사실 나라 과거 관행 인식 등등 가속	650
651	가임 기인 한국 여자 눈 높은 애낳기 키우기 모성애 부족 게으르 이기 때문에 한국 여자	651
652	애기 애기 청소년기 비하 재력 인력 고통 애낳기 애낳기 후 후유증 존재 청소년기 사교육비 듯이 쏟 사춘기 속 파지 있다 사교육 시키 점수 나오 대학 등록금 자취 용돈 후 결혼 희생 기본 출산 따르 환경 문제 피로 부추기 처음 지원 학년 끝 나 지원 끝 나 있다 땜 생일 충치 치료 받는 생일 날 치과 째 대한민국 여자 입시 혼돈 카오스 고통 미래 비전 보이 정도 사는게 희생 사는게 만 애낳기 이민 애낳기	652
653	한국 사람 듣 여자 정도 절반 결혼 아프리카 얘기 들리 같은 동아시아 일본 정도 일본 출산 한국 급 다르 한국 얘기 같은	653
654	여자 인권 높은 북한 출산 높은 헛소리 마음 출산 높은 시절	654
655	튀 여자 우월 댓글	655
656	남자 도움 찾 마시 여자 나라 만들어야 장담	656
657	남자 찾 여자 사는게 전기 집 사는게	657
658	육아 여자 고정 관념 사라지 워킹 맘 단어 사라지	658
659	한국 여자	659
660	딸 결혼 나 맞벌이 지금 직장 독박육아 육아 저녁 준비 집안일 주말 집안일 시댁 여자 결혼 순간 만능 로봇 남편 생활비 다행 주위 남편 생활비 이혼 혼자 자녀 키우기 집 많이 고통 고통 있다	660
661	자유 중요 싫다 주변 여자 남자	661
662	출산 운운 결혼 얘기 나라 결혼 애낳기 있다 문화 나라 출산 통계 가임 여자 수로 미 성년자 결혼 제도 애낳기 애낳기 사회 비교 곱 가임 여자 전부 결혼 상태 공식 문제 많이 실질 기혼 여자 대상 출생 내 따지 그렇 한국 출산 꼴찌 저출산 극복 애낳기 지원금 얼마 주택 청약 당첨 확률 높은 결혼 장려 정책 내라 연애 결혼 출산 자연 문제 해결 출산 해결 나랏일 사람 우리나라 인구 소멸 위기감 느끼 마찬가지 자녀 사는게	662
663	한국 여자 일 임 일 겉멋 해외 나가 돈벌기 비교 다니 애낳기 판 못나 화장 악세사리 꾸미 가슴 작 민국 여자 데리 오 많이	663
664	여자 인권 신장 피임약 남녀갈등 개발 저출산 강하 영향 이제 생물학 임산부 거부 있다 사회 활동 왕성 커리어 우먼 비중 늘 출산 미루 있다	664
665	불편 진실 상관 관계 보이 여자 학력 수준 고학력 여자 출산율 급락 없다 학력 늘어나 사회 자리 잡 시간 늘어나 문제 여자 노산 존재 점 남자 경우 이 생식 가사노동 차이 없다 여자 경우 넘어가 노산 장애 발생 산모 위험 있다 결국 생물학 문제 너무많다 자리 잡 너무많다 노산 결혼 애낳기 임산부 최소 소요 너무많다 현실 애낳기 다 해결 법 냉동 난자 기술 대중 성년 나이 교육제 개편 사회 나오 생각	665
666	집값 집값 시 한국 남자 결혼 까지 비용 생활면 을 한국 문화 아 외국 여자 결혼 부담	666
667	핵심 여자 인권 평등 한국 현실 이유 찾 여자 일 완전 가부장 사회 주제 여자 출산 육아 살림 한국 시부모 봉양 제사 떠넘기 상황 구직 활동 차별 여자 이유 차별 직장 생활 육아 있다 시스템 갖추 않 직장 키우기 일 엄마 민폐 바라보 집 일 식 한국 남자 이중 태도 직장 동료 엄마 원하 배려 아내 직장 가지 돈벌기 오 원하 동시 출산 육아 살림 제사 해내 식 여자 남녀갈등 범죄 여자 욕먹 바 혼자 일 사는게	667
668	복합 요인 커리어 중요 여자 늘어나 집값 천청 부지 오르 키우기 자존심 죽이 싫다 따라가 외 복합 요소 많이 문제 얘기 고통	668
669	고통 여자 우대 정책 비교 남자 남자 집 애기 짐 덩이 인식 시작 애기 벌레 여자 여자 눈 높은 비교 희생 합리 이야기 남자 가부장 모습 가정 모습 유리 취사 선택 여자 하자 있다 좋은 남자 결혼 이유 마음 드 남자 없다 남자 여자 관심 받는 고통 가사노동 없다 투명 인간 여자 입구	669
670	일 키우기 고통 신혼 애낳기 시간 노동 시간 줄이 서비스 확대 미혼 여자 출산 장려 유교문화 국가 용납 노동 시간 줄이 늘리 기조	670
671	혼외자 녀 생각 포인트 서양 럽 미혼 자녀 있다 여자 친구 남자 친구 대수 여기 포인트 나오 같은	671
672	맞벌이 외 무시 미혼모 미혼 부 가정 시스템 입양아 같은 미혼 부 여자 사라지 없다 동의 받는 출생 신고 개선 지금 똑같 문제	672
673	개인 생각 우리나라 출산 정책 자체 애낳기 초점 느낌 애낳기 이후 삶 관심 없다 국가 입장 늘어나 생각 노동 시간 개 줄이 생각 맞벌이 임산부 엄청나 비교 경력단절 하나하나 기르 환경 만드 봄 여자 비교 교육비 수준 높은 편 여자 결국 육 끊기 보통 사회 손실 시간 노력 날리 사회 애낳기	673
674	남자 여자 집 육아 밖 일 여자 집 애낳기 육아 일 내고 집 육아 유교문화 맞벌이 집 어딨 일 고통 그러 육아 고통	674
675	여자 천지 나라 자연 소멸 자연 사라지 놔두	675
676	피해망상 지리 여자 임산부 애낳기 육아 동안 남자 놀 회사 무한 반복 인생 육체 여자 비교 정도 힘 여자 남녀갈등 같은 많이 댓글 결혼 사람 생각 결혼	676
677	육아 대부분 여자 여자 노동 인식 좋은 사실 남녀갈등 평등 지수 아시아 남녀갈등 개발 지수 세계 근거 주관 느끼 우표 수집 긁 상대 목표	677
678	고통 영유 아기 보수 치 인구 유지 터울 애낳기 간 육아 부모 사람 맡 시기 동안 경력단절 복귀 있다 사람 남녀갈등 떠나 많이 부모 최소한 나이 줄이 터울 애낳기 가정 케이스 위 마찬가지 본인 영유 아기 일 새벽 일마 치 유 현실 경력단절 사람 복직 현실 고통 외벌 쪽 경제 부담 그러 인구 유지 가능 애낳기 집 엄마 경력단절 키우기 가정 정도 아빠 버 엄마 업무 복귀 임금 회복 케이스 기능직 전문직 가족 사업체 공무원 등등 마지막 할머니 외할머니 조부모 동원 육아 도움 받는 워킹 맘 강 높은 풀타임 노동 생활 시간 근로 노동 저녁 시간 가사노동 노동 육아 노동 겸하 경우 가정 유지 경우 마지막 같은 집 여자 기피 서민 케이스	678
679	트 한국 여자 여자 소비 돈벌기 떨어지 사회생활 시작 고통 징징대 그때 결혼 생각 조건 따지 결혼 생각 존재 증가 주방 청소 요리 등등 남자 결혼 이유 존재 일 위험 일 일 남자 떠넘기 유리 천장 차별 에 애액 한때 여자 임금 싸 명분 고용 시기 있다 결과 어떠 더럽 희생 없다 칼퇴근 기본 전용 시설 요구 이제 경리 여자 고용 유교문화 할당제 요구 한국 여자 남녀갈등 늘 늘	679
680	일본 여자 독박육아 육아 보단 이상 커뮤니티 문화 문제 같은 유치원 초등 초반 부모 적극 참가 원하 교육비 체계 지역 커뮤니티 참가 도태 관계 악영향 육아 몰두 밖 없다 상황 자연 여자 일 그만두 육아 흐름 독박육아 육아 부모 그만두 기초 생활 보장 받는 주식 갑부 유학 결혼 생각 여자 많이	680
681	결혼 애낳기 여자 경력단절 취업 독박육아 육아 독박육아 집안일 퇴근 쉬 집안일 밤 씻 자 하루 일 끝 일어나 아침 준비 출근 준비 이러 죽다 있다 참 늦 퇴근 사람 없다 방학 곳 없다 경력단절 취업 고학년 가능 그때 가사노동 막일 여자 좋은 바뀌 집안일 반반 육아 반반 사람 주변 집 이야기 집 있다 대출 없다 여자 희생 바라 대한민국 인구 증가	681
682	출산 올리 인 스타 금지 계집 호모 비교 돌 규제 여자 병역의무 입대 출산 내 가능	682
683	동양 남자 남자 부족 안경 잽 너 형 많이 여자 성적 매력 느끼	683
684	애낳기 여자 징병	684
685	부모 살아가 수많 사람 모습 사는게 생각 같은 자식 희생 없다 살림 주말 쉬 육아 아기 키우기 포기 꿈꾸 시간 맞벌이 집안일 결혼 아기 애낳기 애낳기 추가 높은 집값 높은 교육비 높은 물가 아기 키우기 지금 수월 키우기 고통 행복 사람 출산 젊은세대 사람 많이 딸 키우기 상상 이상 있다 상상 이상 행복 친구 밖 마시 연애 여자 친구 여행 좋은 취미 생활 즐기 비교 없다 차원 행복 딸	685
686	미디어 정부 정책 사교육비 집값 높은 그렇 결혼 합리 스위스 이민자 많이 집값 월세 밖 없다 월세 값 상상 너무많다 돈벌기 절반 집값 날아가 밖 애낳기 마누라 애낳기 차 없다 유모차 끌 걸 댕기 이웃집 이민자 키우기 좋은 드나 여자 생각 한중일 여자 돈벌기 사람 전부 박 들어가 애낳기 애낳기 처녀 애초 저렇 애낳기 정부 정책 문제 보이 민족 방법 없다 싫다 한국 결국 다민족 문화 국가 밖 없다	686
687	애낳기 시간 없다 여자 애낳기 싫다 결혼 애낳기 분석 생각 초반 대학 다니 또래 여자 남자 학교 다니 학점 채우 수업 졸 커피 마시 초반 대학 보내 휴학 치 졸업 후 남자 병역의무 갔다오 애낳기 서양인 대학교 졸업 기본 휴학 병역의무 갔다오 졸업 여자 경우 졸업 취 취직 애낳기 애낳기 애낳기 여자 사촌 언니 대학교 다니 임산부 그만두 결혼 행복 언니 결혼 돌아가 행복 보이 희생 이유 여자 애낳기 애초 여자 대학 다니 애낳기 대학생 학점 비교 자격증 따 기말 여름 방학 국가 근로 장학금 신청 졸업반 취업 준비 애낳기 일 모이 님 여자 대학 졸업 돈벌기 애낳기 애낳기 가능 여자 애낳기 책임지 양육 있다 가사노동 남자 없다	687
688	집값 초점 놀라움 남자 경제 이유 유교문화 사상 들먹이 혼기 맞벌이 여자 존중 문화 자체 없다 결과 대생 성비 본인 비교 선호 사상 성비 사회 가족 결혼 경우 많이 유교문화 뉴스 방송 댓글 맞벌이 장려 자체 텍스트 정병 옴	688
689	대한민국 여자 애낳기 벌어지 상황 비교 기름 기르 애낳기 관두 기름 빠 젊은세대 습관 반복 내 투자 대신 노후 없다 그동안 돈벌기 그렇 늙 돈벌기 돌려주 보태 애낳기 되돌아보	689
690	개인 국가 차원 여자 경력단절 육아 부담 교육비 부담 제반 문제 국가 나서 해결 의지 보이 나라 인구수 폭	690
691	기업 전문직 월급 언저리 받는 전세 얻 대출 내 대출 원급 갑 아야 그러 여자 생기 테이트 비용 돈벌기 없다 여차 저차 생기 그때 신세 다이 생산직 돈벌기 받는 최저시급 임금 올리 기업 난리 나 돈벌기 있다 결혼 애낳기 소비 생활 경제 돌아가 월급 쥐꼬리 만큼 만큼 월급 받는 결혼 집 구하 애낳기 식당 외식 옷 사고 차 젊은이 버 돈벌기 글 정치인 사업가 나라 생각 안정 직장 노동 상응 월급 해결 해결책 내 국가 대학 무료 교육비 병원 치료 공짜 월세 사는게 있다 해결 있다 글 정치인 비교	691
692	워킹 맘 지원 지 통계 주부 희망자 너무많다 여자 경제 참여 퍼 현실 왜곡	692
693	이유 기존 집 욕심 사는게 사람 동내 집값 폭등 전세 값 폭 초등 학교 쯤 집 전학 다니 안정 막 이유 사교육 시키 초등 학교 입학 학년 기초 평가 한글 책 읽 수준 이상 수학 절반 이상 엘리트 키우기 모지리 취급 받는 교육비 보내 선생 권유 공교육 현실 이유 지금 결혼 준비 만나 남자 여자 편	693
694	여자 가족 여자 있다 가족 없다 어떻 사용 만들어야 운명	694
695	경우 돈벌기 문제 아내 애낳기 난중 생각 늦 집값 폭등 학비 관계 없다 늦 대별 이유 핑계 애낳기 비싸 생활 고통 결론 애낳기 단순 지인 소득 애낳기 아내 쪽 애낳기 케이스 남자 죽다 애낳기 없다 애낳기 여자 몫 좋은 결혼 한쪽 동의 애낳기	695
696	동양 여자 남자 애낳기 여건 유교문화 청년 살아남 애낳기	696
697	돈벌기 문제 과거 결혼 출산 집 파출부 취급 받는 젊은세대 출산 다음 젊은세대 교육비 높은 인권 기대치 올라가 여자 인권 바닥 애낳기 엄마 애낳기 엄마 할머니 남동생 오빠 차별 애낳기 없다 직장 승진 보장 육아 가사일 남자 많이 애낳기 욕심	697
698	결혼 착하 여자 친구 없다	698
699	기사 자체 미안 제목 그렇 애낳기 저출산 워 딩 방송국 이름 걸 뉴스 검토 희생 출생 바꾸 여자 희생 맡기 워 딩 기사 고치 출생 높은	699
700	여자 인권 어쩌 편가르 역차별 결과지 홍콩 똑같 서양 옳 생각 병역의무 빼 권리 받는 먹고살기 난리	700
701	정부 전국 가임 기지 사과 여자 애낳기 국가 애낳기 도구 신혼 부부 애낳기 주택 쓸모 없다 여자 생산 가사노동 취급 애낳기 여자 많이 많이 앞 한국 출생 달려가 기사 내기 전이 워 딩 출생 바꾸 출산 저출산 비교	701
702	여자 사는게 좋은 나라 만들어야 조금 해결 일 명절 김장 제사 며느리 싫다	702
703	미취학 나이 대졸 길 대학원 석 박사 공부 공부 사회 나오 빼 시작 월급 전후 단군 이래 최대 스펙 청년 받는 공부 유교문화 청년 월세 지원 받는 놀 술 처먹 몰아가 청년 좋은 애낳기 인력난 중소기업 여자 임산부 출산 젊은세대 사람 애낳기 사회 문제 초저 출산 길 결국 이것저것 뽑 쥐어짜 기업 노인 연금 고갈 복지 세금 감소 노동자 감소 결국 파멸	703
704	집값 때문에 결혼 집값 때문에 설문 조사 결혼 시술 애낳기 딩크 애낳기 독박육아 육아 눈 뻔하 가사노동 노동 시가 쪽 유난 시집살이 경력단절 좋은 점 있다 집 오빠 아빠 한숨 집 문제 생각 주변 친구 얘기 인터넷 얘기 소수 아빠 남자 형제 있다 결혼 애기 애낳기 잘사 언니 있다 또래 친구 결혼 친구 많이 결혼 긍정 가정 남자 만나 다정 결혼 바뀌 남자 많이 사회 인터넷 남자 글 선입견 남자 같은 생각 멀 너무많다 가부장 집안일 아빠 남자 집안일 남자 시키 유교문화 결혼 조금 시키 딸 분위기 쉽 바뀌 기성세대 젊은세대 없다 또래 남자 수준 남자 많이 남녀갈등 감수 없다 여자 남녀갈등 남자 결혼 연애 싫다 정치인 남녀갈등 가르 나라 남녀갈등 교육비 시키 저녁 시간 퇴근 회식 문화 회식 참석 승진 악영향 사회 문제 해결 육아 육아휴직 여자 남자 자유 비교 비교 결혼 연애 이유 집값 염불 없다	704
705	여자 권리 어딨 손 쥐 권리 임 남자 손 죽다 보호 법 권리 사고방식 땜 가지	705
706	나라 여자 입장 여자 독박육아 육아 경우 많이 여자 애낳기 맞벌이 비교 오지 임산부 임산부 육아 육아 시댁 챙기 집안 살림 제사 시 붙 집안 식구 짓 밖 돈벌기 오 집 정리 교육비 교육비 숙제 기본 대부분 여자 몫 남자 평일 대부분 일 쉬 경우 많이 주말 놀 끝 뼈 빠지 일 식사 설거지 집안 청소 잠자리 경우 많이 유교문화 유교문화 여자 결혼 이득	706
707	비교 의식 때문에 결혼 령기 집 가지 시작 세상 집 가지 시작 신혼 고비 너무많다 육아 독박육아 있다 남자 육아 참여 인식 부족 여자 기피 다음 고비 사교육비 비교 의식 때문에 동양 문화 이유 체면 문화 때문에	707
708	사회 구조 독박육아 육아 여자 차별 환경 결론 현실 쳐먹 따위 애낳기 이성애 혼인 관계 출생 경우 바라 애낳기 죄 애낳기 욕먹 혼자 애낳기 기르 취업 지원 없다 그러 포기 죽다 그러 미 자격 없다 년 애낳기 손가락 애낳기	708
709	여자 일 돈벌기 버 양육 식사 뒤치다꺼리 일 양립 전쟁 전쟁	709
710	여자 정책 비용 모성 정책 비용	710
711	별 정책 쏟 여자 차별 인식 환경 바뀌 이상 여자 결혼 애낳기 여자 남자 돈벌기 독박육아 육아 직장 웃 남편 밥 차리 늙 옛날 애낳기 지지 볶 사는게 유교문화 여자 다르	711
712	병역의무 이야기 여자 반 가야지	712
713	여자 숨 차 뛰 오 뒤 오 엄마 엄마 고통 엄마 교육비 고통	713
714	결혼 문제 이혼 문제 옛날 결혼 싫다 좋은 사는게 유교문화 여자 드세 이혼 결혼 결혼 에 애낳기 키 돈벌기 들어가 고통 때문에 아애 애낳기 생각 경우 있다 이혼 쉽 때문에 애낳기 애낳기 키 웁 고생 옛날 애낳기 사는게 상 대리 시집 재혼 여자 많이 자식 남녀갈등 바꾸 나라 법 쉽 이혼 문제 이혼 남자 여자 위자료 받는 문제 잘못 가정 해체 이혼 받는 있다 이혼 편하 사람 고통	714
715	여자 남자 관계 맺 생기 자연 섭리 본능 행동 사람 커지 지식 많이 일 의문 품 민국 어른 사교육 피해자 옮 살아가 방식 배우 이러 애낳기 행복 행복 의문 품 결론 지 옆 사는게 증인 부모 때문에 옛적 나라 성장 교육비 식 정치인 물갈이 좋은 생각	715
716	비교 감당 감당 죽다 비교 학교 좋은 기억 기억 많이 입시 위주 비교 위주 시스템 치이 부정행위 만연 학교 폭력 처리 학교 폭력 학교 명예 먹칠 감추 가해자 솜방망이 처벌 피해자 고통 인생 보내 겪 사람 많이 자식 만큼 고통 물려주 애낳기 애낳기 남녀갈등 있다 희생 뒤따르 때문에 학 폭 피해자 사고 극복 평생 고통 시달리 애낳기 속편 사람 좋은 결혼 결심 집 구하 어쩌 아시아 컬처 유럽 아메리카 쪽 법 혼인 관계 동거 관계 애낳기 질타 받는 아시아 쪽 결혼 애낳기 기르 선입견 몫 직장 기혼 여자 퇴근 눈칫밥 먹이 현실 경력단절 때문에 인생 포기 지켜보 젊은세대 애낳기	716
717	결국 여자 사회 활동 높은 출산 육아 사노동 부담 높은 국가 여자 애낳기 사는게 애초 임산부 기간 예상 불이익 안 사람 없다 주거 교육비 걸림돌 나라 해결 고통 집 외국 자본 빼	717
718	남자 사회 책무 병역의무 독박육아 유교문화 징용 원인 여자 징병 출산 시 병역의무 면제 걸 평등 딸 해외 연수 내아 푼돈 유교문화 징용 조선 사회 한쪽 가스 라이팅 병역의무 유교문화 징용 우선 문제	718
719	있다 사람 이윤 챙기 여자 출산 이후 본인 가사노동 삶 없다 집구 고통 사회 복귀 고통	719
720	여자 미국 유럽 육아 한국 같은 경우 돈벌기 육아 여자 위주 수도권집중 주변 고통 육아 문화 있다 나라 남자 결혼 애낳기	720
721	저출산 사회 문제 전통 남자 일 여자 집 살림 공식 깨 시작 출산 감소 맞벌이 가정 늘 시스템 자체 국가 진행 저출산 줄다 저출산 정책 보육 비나 끝나 안정 직장 기대 고정 수입 안정 집 정책 공교육 향상 확대 받침 출산	721
722	남자 문제 여자 문제 비교 비교 정도 높이 하늘	722
